Mine ID,Mine Name_x,Commodity,Mine Status,Status Date,Type of Mine,Mine Name_y,Street,City,State,Zip Code,full_address,lat,lon
2402195,Lake County Commissioners (Screener),Construction Sand and Gravel,Abandoned,10/1/2010,Surface,Lake County Commissioners (Screener),106 4th Ave East,Polson,Montana,59860.0,"106 4th Ave East, Polson, Montana 59860.0",47.692258225862,-114.161668674805
2402196,J. C. Crusher,Construction Sand and Gravel,Intermittent,10/1/2025,Surface,J. C. Crusher,Portable ,Lewistown,Montana,59457.0,"Portable , Lewistown, Montana 59457.0",,
2402197,West Shore  Works LLC,Construction Sand and Gravel,Abandoned,6/20/2006,Surface,West Shore  Works LLC,4644 Hwy 93 South,Kalispell,Montana,59901.0,"4644 Hwy 93 South, Kalispell, Montana 59901.0",48.101955466862,-114.242922904212
2402199,Port #1,Construction Sand and Gravel,Intermittent,7/28/2022,Surface,Port #1,"York Road, S23, T11N, R02W",Helena,Montana,59602.0,"York Road, S23, T11N, R02W, Helena, Montana 59602.0",,
2402202,Kodiak Site,Construction Sand and Gravel,Intermittent,5/16/2025,Surface,Kodiak Site,366 Marcella Avenue,Lewistown,Montana,59457.0,"366 Marcella Avenue, Lewistown, Montana 59457.0",47.073903982279,-109.407748640009
2402211,DMC Mine,Construction Sand and Gravel,Active,9/16/2024,Surface,DMC Mine,1600 River Road,Missoula,Montana,59801.0,"1600 River Road, Missoula, Montana 59801.0",46.876109855809,-114.021876101419
2402214,MRTE Pit,Construction Sand and Gravel,Intermittent,6/17/2008,Surface,MRTE Pit,738 US Highway 89,Vaughn ,Montana,59405.0,"738 US Highway 89, Vaughn , Montana 59405.0",47.542932522948,-111.681449954313
2402215,Gull Lumber Co (Screening Plant),Construction Sand and Gravel,Abandoned,10/29/2019,Surface,Gull Lumber Co (Screening Plant),4935  Southside Road,Superior,Montana,59872.0,"4935  Southside Road, Superior, Montana 59872.0",47.222741271881,-114.972731336202
2402216,Fab Tech Screening Plant,Construction Sand and Gravel,Abandoned,10/29/2019,Surface,Fab Tech Screening Plant,1118 Hwy 55,Whitehall,Montana,59759.0,"1118 Hwy 55, Whitehall, Montana 59759.0",45.865434524459,-112.120555359567
2402219,O'Brien Pit,Construction Sand and Gravel,Intermittent,1/7/2019,Surface,O'Brien Pit,269 O'Brien Lane,Conrad,Montana,59425.0,"269 O'Brien Lane, Conrad, Montana 59425.0",,
2402220,C&S Portable Crusher,Construction Sand and Gravel,Abandoned,3/15/2004,Surface,C&S Portable Crusher,11842 Pryor Creek Rd,Billings,Montana,59103.0,"11842 Pryor Creek Rd, Billings, Montana 59103.0",,
2402221,Bay Materials Crusher,Construction Sand and Gravel,Abandoned,2/24/2017,Surface,Bay Materials Crusher,206 Main Street,Shelby,Montana,59474.0,"206 Main Street, Shelby, Montana 59474.0",48.505504033183,-111.857144278589
2402224,Fabtech Plant ,Construction Sand and Gravel,Abandoned,2/24/2017,Surface,Fabtech Plant ,11371 Rustic Road,Missoula,Montana,59802.0,"11371 Rustic Road, Missoula, Montana 59802.0",46.83863221302,-113.835325256024
2402246,Valley View,Construction Sand and Gravel,Abandoned,10/30/2002,Surface,Valley View,Box 651,Lincoln,Montana,59917.0,"Box 651, Lincoln, Montana 59917.0",,
2402250,ABC Gravel Inc,Construction Sand and Gravel,Abandoned,8/26/2013,Surface,ABC Gravel Inc,P.O. Box 1502,Red Lodge,Montana,59068.0,"P.O. Box 1502, Red Lodge, Montana 59068.0",,
2402252,Big Rock,Construction Sand and Gravel,Abandoned,4/1/2005,Surface,Big Rock,4685 Express Way,Missoula,Montana,59808.0,"4685 Express Way, Missoula, Montana 59808.0",46.914045674599,-114.061256711125
2402254,Portable Crushing Plant #2,Construction Sand and Gravel,Abandoned,2/13/2007,Surface,Portable Crushing Plant #2,1920 South 3rd West,Missoula,Montana,59801.0,"1920 South 3rd West, Missoula, Montana 59801.0",46.867028857045,-114.026756952462
2402256,Fossum Materials Wash Plant,Construction Sand and Gravel,TempIdle,11/4/2025,Surface,Fossum Materials Wash Plant,Tempico Pit,Glassgow,Montana,59230.0,"Tempico Pit, Glassgow, Montana 59230.0",,
2402257,"Plains Ready Mix, Inc.",Construction Sand and Gravel,Intermittent,11/12/2024,Surface,"Plains Ready Mix, Inc.",7334 Hwy 200 West,Plains,Montana,59859.0,"7334 Hwy 200 West, Plains, Montana 59859.0",,
2402260,Screen Plant #1,Construction Sand and Gravel,Abandoned,7/7/2011,Surface,Screen Plant #1,3321 King Ave East,Billings,Montana,59101.0,"3321 King Ave East, Billings, Montana 59101.0",45.755366432968,-108.503755365243
2402262,Neibauer Pit,Construction Sand and Gravel,Abandoned,8/20/2003,Surface,Neibauer Pit,5200 Neibauer,Billings,Montana,59016.0,"5200 Neibauer, Billings, Montana 59016.0",45.726100827077,-108.649351273265
2402263,Grizzly,Construction Sand and Gravel,Intermittent,11/19/2021,Surface,Grizzly,1082 Batavia Lane Or 46 Sherman Rd. ,KALISPELL,Montana,59901.0,"1082 Batavia Lane Or 46 Sherman Rd. , KALISPELL, Montana 59901.0",48.175453693778,-114.477690733064
2402264,DBRM Pit-North,Construction Sand and Gravel,Intermittent,7/28/2022,Surface,DBRM Pit-North,1248 Highway 93 North,Victor,Montana,59875.0,"1248 Highway 93 North, Victor, Montana 59875.0",46.3396020415,-114.149979767642
2402266,Medina Pit,Construction Sand and Gravel,Abandoned,4/16/2006,Surface,Medina Pit,1938 Johnson Lane,Billings,Montana,59101.0,"1938 Johnson Lane, Billings, Montana 59101.0",45.832828696979,-108.414404645494
2402267,Portable Colberg Screen,Construction Sand and Gravel,Abandoned,1/1/2009,Surface,Portable Colberg Screen,325 Jellison Road,Kalispell,Montana,59901.0,"325 Jellison Road, Kalispell, Montana 59901.0",48.321118007003,-114.235108416969
2402270,Screening Plant #1,Construction Sand and Gravel,Abandoned,6/16/2004,Surface,Screening Plant #1,2905 Highway 93,Darby,Montana,59829.0,"2905 Highway 93, Darby, Montana 59829.0",46.061836235529,-114.172073679648
2402271,Valley Sand & Gravel (Portable),Construction Sand and Gravel,Active,4/14/2025,Surface,Valley Sand & Gravel (Portable),7510 Applegate,Helena,Montana,59602.0,"7510 Applegate, Helena, Montana 59602.0",46.704834123331,-112.041793194295
2402272,T-Bend Crushing Plant,Construction Sand and Gravel,Intermittent,4/1/2002,Surface,T-Bend Crushing Plant,1080 Conn Road,Columbia Falls,Montana,59912.0,"1080 Conn Road, Columbia Falls, Montana 59912.0",48.356198170195,-114.247072393134
2402274,Flack N Flack Const Inc,Construction Sand and Gravel,Abandoned,9/18/2009,Surface,Flack N Flack Const Inc,3306 Coulson Road,Billings,Montana,59101.0,"3306 Coulson Road, Billings, Montana 59101.0",45.823541400818,-108.408863954497
2402275,Screen Plant #2,Construction Sand and Gravel,Abandoned,8/17/2015,Surface,Screen Plant #2,3700 Grant Creek Rd,Missoula,Montana,59808.0,"3700 Grant Creek Rd, Missoula, Montana 59808.0",,
2402277,Trommex Plant,Construction Sand and Gravel,Abandoned,8/22/2003,Surface,Trommex Plant,Portable,Missoula,Montana,59801.0,"Portable, Missoula, Montana 59801.0",,
2402282,Crazy Mountain Rock Inc,Construction Sand and Gravel,Abandoned,1/1/2009,Surface,Crazy Mountain Rock Inc,104 Highway 89 North,Livingston,Montana,59047.0,"104 Highway 89 North, Livingston, Montana 59047.0",45.715686915132,-110.465607297838
2402283,Sullivan Wash Plant,Construction Sand and Gravel,Intermittent,9/24/2025,Surface,Sullivan Wash Plant,250 Truck Route,Columbia Falls,Montana,59912.0,"250 Truck Route, Columbia Falls, Montana 59912.0",48.372635164167,-114.20490475381
2402292,P N Mine,Construction Sand and Gravel,Abandoned,8/8/2002,Surface,P N Mine,McLaughlin Creek Road,Paradise,Montana,59856.0,"McLaughlin Creek Road, Paradise, Montana 59856.0",,
2402293,WELLES 3,Construction Sand and Gravel,Active,12/18/2023,Surface,WELLES 3,Various,Norris,Montana,597452808.0,"Various, Norris, Montana 597452808.0",,
2402294,Big Bend Ranch,Construction Sand and Gravel,Abandoned,8/8/2002,Surface,Big Bend Ranch,#10 Bendview Lane,Great Falls,Montana,59404.0,"#10 Bendview Lane, Great Falls, Montana 59404.0",47.41683731823,-111.307213860498
2402295,Beartooth Pit,Construction Sand and Gravel,Active,11/12/2024,Surface,Beartooth Pit,4 miles south of Columbus Highway 78,Columbus,Montana,59019.0,"4 miles south of Columbus Highway 78, Columbus, Montana 59019.0",,
2402298,Durgan Rock Pile,Construction Sand and Gravel,Abandoned,5/6/2013,Surface,Durgan Rock Pile,167 Pine Creek Road,Livingston,Montana,59047.0,"167 Pine Creek Road, Livingston, Montana 59047.0",45.510636056725,-110.57946919603
2402300,South Pit,Construction Sand and Gravel,Intermittent,4/7/2025,Surface,South Pit,18715 Old Hwy 93 South,Florence,Montana,59833.0,"18715 Old Hwy 93 South, Florence, Montana 59833.0",46.696216053519,-114.077711166679
2402303,United Materials/Conc. Agg. Wash ,Construction Sand and Gravel,Intermittent,8/23/2024,Surface,United Materials/Conc. Agg. Wash ,316 McIver Road,Great Falls,Montana,59404.0,"316 McIver Road, Great Falls, Montana 59404.0",47.509052425131,-111.402974643583
2402305,Far West Pit,Construction Sand and Gravel,Intermittent,5/2/2024,Surface,Far West Pit,12758 Farwest Drive,Missoula,Montana,59808.0,"12758 Farwest Drive, Missoula, Montana 59808.0",46.989053636261,-114.175352393459
2402307,RBC Crusher #1,Construction Sand and Gravel,Intermittent,12/8/2023,Surface,RBC Crusher #1,2905 US Hwy 93,Darby,Montana,59829.0,"2905 US Hwy 93, Darby, Montana 59829.0",46.061836235529,-114.172073679648
2402310,Stokes Excavation Inc.,Construction Sand and Gravel,Abandoned,6/23/2003,Surface,Stokes Excavation Inc.,13196 US Highway 91 N,Conrad,Montana,59425.0,"13196 US Highway 91 N, Conrad, Montana 59425.0",48.378667122793,-111.947218800977
2402312,Portable Crusher #1,Construction Sand and Gravel,Intermittent,11/14/2013,Surface,Portable Crusher #1,3597 Valley Drive,Helena,Montana,59602.0,"3597 Valley Drive, Helena, Montana 59602.0",46.634070322082,-111.914719146078
2402314,Huttinga Gravel Pit,Construction Sand and Gravel,Abandoned,8/5/2013,Surface,Huttinga Gravel Pit,1695 LITTLE BEAR RD,GALLATIN GATEWAY,Montana,59730.0,"1695 LITTLE BEAR RD, GALLATIN GATEWAY, Montana 59730.0",45.546776108193,-111.175817497856
2402315,Wallace Creek Mine,Construction Sand and Gravel,Abandoned,5/25/2004,Surface,Wallace Creek Mine,Box 1165,Plains,Montana,59859.0,"Box 1165, Plains, Montana 59859.0",,
2402317,Havre Sand & Gravel,Construction Sand and Gravel,Intermittent,3/15/2003,Surface,Havre Sand & Gravel,655 22nd Ave N,Havre,Montana,59501.0,"655 22nd Ave N, Havre, Montana 59501.0",48.559034767419,-109.653017722048
2402319,Rocky Mountain Recycling & Cushing LLC,Construction Sand and Gravel,Abandoned,1/7/2004,Surface,Rocky Mountain Recycling & Cushing LLC,341 Railroad Ave,Roundup,Montana,59072.0,"341 Railroad Ave, Roundup, Montana 59072.0",46.441021203656,-108.547168362652
2402320,Superior Rock Sand & Gravel,Construction Sand and Gravel,Abandoned,8/18/2008,Surface,Superior Rock Sand & Gravel,406 Montana Avenue,Superior,Montana,59872.0,"406 Montana Avenue, Superior, Montana 59872.0",47.188045898336,-114.877732821496
2402321,Roe Portable Crusher,Construction Sand and Gravel,Abandoned,1/6/2006,Surface,Roe Portable Crusher,P.O. Box 905,Big Timber,Montana,59011.0,"P.O. Box 905, Big Timber, Montana 59011.0",,
2402323,"Robin's Contracting, Inc. / Tompkins Pit",Construction Sand and Gravel,Abandoned,7/11/2005,Surface,"Robin's Contracting, Inc. / Tompkins Pit",Lower Lynch Creek Road,Plains,Montana,59859.0,"Lower Lynch Creek Road, Plains, Montana 59859.0",,
2402324,Bar Z,Construction Sand and Gravel,Abandoned,8/26/2003,Surface,Bar Z,T26 N R26W SECTION 11,MARION,Montana,59925.0,"T26 N R26W SECTION 11, MARION, Montana 59925.0",,
2402325,Jellison Pit,Construction Sand and Gravel,Abandoned,8/26/2003,Surface,Jellison Pit,285 Jellison Road,Kalispell,Montana,59902.0,"285 Jellison Road, Kalispell, Montana 59902.0",48.319572317783,-114.235090228032
2402326,Portable Screen,Construction Sand and Gravel,Abandoned,4/5/2004,Surface,Portable Screen,P.O. BOX 30238,BILLINGS,Montana,59107.0,"P.O. BOX 30238, BILLINGS, Montana 59107.0",,
2402327,Menth Excavating,Construction Sand and Gravel,Abandoned,7/1/2005,Surface,Menth Excavating,2910 Westview,East Helena,Montana,59635.0,"2910 Westview, East Helena, Montana 59635.0",,
2402328,West Shore Works LLC,Construction Sand and Gravel,Abandoned,6/20/2006,Surface,West Shore Works LLC,4644 Hwy 93 South,Kalispell,Montana,599017918.0,"4644 Hwy 93 South, Kalispell, Montana 599017918.0",48.101955466862,-114.242922904212
2402330,Screening Plant #2,Construction Sand and Gravel,Abandoned,8/24/2015,Surface,Screening Plant #2,Highway 87 West,Lewistown,Montana,59457.0,"Highway 87 West, Lewistown, Montana 59457.0",,
2402334,Cedar Rapids Crusher,Construction Sand and Gravel,Abandoned,6/26/2006,Surface,Cedar Rapids Crusher,Box 174,Fishtail,Montana,59028.0,"Box 174, Fishtail, Montana 59028.0",,
2402336,Metso Screen,Construction Sand and Gravel,Abandoned,10/29/2019,Surface,Metso Screen,1118 Hwy 55,Whitehall,Montana,59759.0,"1118 Hwy 55, Whitehall, Montana 59759.0",45.865434524459,-112.120555359567
2402337,Kodiak Concrete,Construction Sand and Gravel,Abandoned,11/14/2013,Surface,Kodiak Concrete,401 Marcella Ave,Lewistown,Montana,59457.0,"401 Marcella Ave, Lewistown, Montana 59457.0",,
2402338,Highline Road Pit,Construction Sand and Gravel,Abandoned,1/28/2025,Surface,Highline Road Pit,Highline Road,Manhattan,Montana,59741.0,"Highline Road, Manhattan, Montana 59741.0",,
2402339,Portable Pug Mill,Construction Sand and Gravel,Abandoned,1/5/2011,Surface,Portable Pug Mill,Portable,Butte,Montana,59701.0,"Portable, Butte, Montana 59701.0",,
2402340,Oftedal Crusher #2,Construction Sand and Gravel,Abandoned,11/8/2017,Surface,Oftedal Crusher #2,Various Locations,Casper ,Wyoming,82604.0,"Various Locations, Casper , Wyoming 82604.0",,
2402341,Mickelson Rock Products,Construction Sand and Gravel,Abandoned,12/3/2018,Surface,Mickelson Rock Products,18745 S Hwy 93,Lolo,Montana,59847.0,"18745 S Hwy 93, Lolo, Montana 59847.0",,
2402342,Bannack Mine,Construction Sand and Gravel,Abandoned,7/20/2015,Surface,Bannack Mine,TBD Bannack,Bannack ,Montana,59725.0,"TBD Bannack, Bannack , Montana 59725.0",,
2402345,Skyline Dredging & Exc.-Portable Crusher,Construction Sand and Gravel,Abandoned,9/10/2020,Surface,Skyline Dredging & Exc.-Portable Crusher,1194 Raven Lane,Columbia Falls,Montana,59912.0,"1194 Raven Lane, Columbia Falls, Montana 59912.0",48.348217712288,-114.154960162263
2402348,Portable Crusher #2,Construction Sand and Gravel,Abandoned,5/3/2024,Surface,Portable Crusher #2,Portable,Missoula,Montana,59808.0,"Portable, Missoula, Montana 59808.0",,
2402349,Wash Plant Site,Construction Sand and Gravel,Intermittent,5/11/2016,Surface,Wash Plant Site,6101 Shepherd RD N,Havre ,Montana,59501.0,"6101 Shepherd RD N, Havre , Montana 59501.0",48.583892682869,-109.606139860933
2402350,Elmo Quarry 2,Construction Sand and Gravel,Abandoned,12/19/2007,Surface,Elmo Quarry 2,Highway 93 South,Elmo,Montana,59915.0,"Highway 93 South, Elmo, Montana 59915.0",,
2402351,Portable #1,Construction Sand and Gravel,Abandoned,8/2/2013,Surface,Portable #1,Leland Pit,Alexander,North Dakota,58831.0,"Leland Pit, Alexander, North Dakota 58831.0",,
2402352,Sandon Gravel Pit #1,Construction Sand and Gravel,Abandoned,3/7/2006,Surface,Sandon Gravel Pit #1,4705 Hwy 2 West,Columbia Falls,Montana,59912.0,"4705 Hwy 2 West, Columbia Falls, Montana 59912.0",48.320041815656,-114.241055718157
2402356,West Wash Plant #12 ,Construction Sand and Gravel,TempIdle,12/3/2025,Surface,West Wash Plant #12 ,3474 Wise Lane,Billings,Montana,59101.0,"3474 Wise Lane, Billings, Montana 59101.0",,
2402358,Missing Link Gravel LLC,Construction Sand and Gravel,Abandoned,8/27/2014,Surface,Missing Link Gravel LLC,portable,Glasgow,Montana,59230.0,"portable, Glasgow, Montana 59230.0",,
2402359,Safe Haven Mine,Construction Sand and Gravel,Abandoned,6/6/2012,Surface,Safe Haven Mine,1804 Grizzly Gulch Drive,Helena,Montana,59601.0,"1804 Grizzly Gulch Drive, Helena, Montana 59601.0",46.549871945613,-112.10154828853
2402360,TMC Inc.,Construction Sand and Gravel,Intermittent,9/12/2016,Surface,TMC Inc.,22540 Frontage Rd,Belgrade,Montana,59714.0,"22540 Frontage Rd, Belgrade, Montana 59714.0",,
2402361,Kavalla Quarry,Construction Sand and Gravel,Abandoned,7/5/2005,Surface,Kavalla Quarry,2572 Airport Rd,Kalispell,Montana,59901.0,"2572 Airport Rd, Kalispell, Montana 59901.0",48.150083017513,-114.309219659676
2402362,Chinook Sand & Gravel,Construction Sand and Gravel,Abandoned,3/30/2005,Surface,Chinook Sand & Gravel,200 New York,Chinook,Montana,59523.0,"200 New York, Chinook, Montana 59523.0",48.594034205786,-109.233451777003
2402365,St. Clair Ranch Rock Pit,Construction Sand and Gravel,Abandoned,6/13/2009,Surface,St. Clair Ranch Rock Pit,127 Lower Fish Crk Rd,Alberton,Montana,59820.0,"127 Lower Fish Crk Rd, Alberton, Montana 59820.0",47.008678959209,-114.69160329835
2402367,Harris Sand & Gravel,Construction Sand and Gravel,Abandoned,5/16/2025,Surface,Harris Sand & Gravel,478 Tushapaw Rd,Victor,Montana,59875.0,"478 Tushapaw Rd, Victor, Montana 59875.0",46.383907884064,-114.176844026028
2402368,Bonser Construction,Construction Sand and Gravel,Abandoned,7/20/2006,Surface,Bonser Construction,P.O. Box 5,Sun River,Montana,59483.0,"P.O. Box 5, Sun River, Montana 59483.0",,
2402369,Perma Quarry,Construction Sand and Gravel,Active,11/1/2022,Surface,Perma Quarry,Near mile marker 96/HWY 200,Dixon,Montana,59831.0,"Near mile marker 96/HWY 200, Dixon, Montana 59831.0",,
2402370,Pugmill- New C6,Construction Sand and Gravel,Abandoned,4/15/2020,Surface,Pugmill- New C6,Various ,Forsyth,Montana,593270440.0,"Various , Forsyth, Montana 593270440.0",,
2402372,Sickler  Shale & Gravel Portable Crusher,Construction Sand and Gravel,Abandoned,8/7/2015,Surface,Sickler  Shale & Gravel Portable Crusher,255 Sickler Creek Rd,Marion,Montana,59925.0,"255 Sickler Creek Rd, Marion, Montana 59925.0",48.054323177779,-114.690277061165
2402374,Read Challenger MDL #22R176,Construction Sand and Gravel,Abandoned,7/15/2008,Surface,Read Challenger MDL #22R176,Mobile Equipment,Mobile Equipment ,Montana,59404.0,"Mobile Equipment, Mobile Equipment , Montana 59404.0",,
2402375,STE Crushing Spread #2,Construction Sand and Gravel,Intermittent,12/18/2023,Surface,STE Crushing Spread #2,3501 Havre Hwy,Great Falls,Montana,59404.0,"3501 Havre Hwy, Great Falls, Montana 59404.0",,
2402377,McGregor Peak Boulder Patch,Construction Sand and Gravel,Abandoned,6/27/2006,Surface,McGregor Peak Boulder Patch,North McGregor Peak Road,Marion,Montana,59925.0,"North McGregor Peak Road, Marion, Montana 59925.0",,
2402380,GLSG Portable Crusher,Construction Sand and Gravel,Abandoned,4/24/2024,Surface,GLSG Portable Crusher,37246 Caffrey Road,Polson,Montana,59860.0,"37246 Caffrey Road, Polson, Montana 59860.0",47.660252804757,-114.142453548301
2402382,Crusher,Construction Sand and Gravel,Intermittent,8/9/2012,Surface,Crusher,510 1st Ave N,Lewistown,Montana,59457.0,"510 1st Ave N, Lewistown, Montana 59457.0",47.069110681482,-109.427258692672
2402383,Coleman Screen Plant,Construction Sand and Gravel,Abandoned,6/30/2005,Surface,Coleman Screen Plant,Sec 16 Lot 443 Survey #1690 T3N R8W,Butte,Montana,59701.0,"Sec 16 Lot 443 Survey #1690 T3N R8W, Butte, Montana 59701.0",,
2402384,Rusty Bucket Inc,Construction Sand and Gravel,Abandoned,4/1/2005,Surface,Rusty Bucket Inc,Route 1 Box 2100,Roberts,Montana,59070.0,"Route 1 Box 2100, Roberts, Montana 59070.0",,
2402387,Rabel Excavating Inc.,Construction Sand and Gravel,Abandoned,1/27/2022,Surface,Rabel Excavating Inc.,466 Gold Creek Rd,Gold Creek,Montana,59733.0,"466 Gold Creek Rd, Gold Creek, Montana 59733.0",46.585341531011,-112.928321936128
2402390,Randall Pit,Construction Sand and Gravel,Intermittent,11/23/2016,Surface,Randall Pit,HCR 59,Broadus,Montana,59317.0,"HCR 59, Broadus, Montana 59317.0",,
2402391,Surprise Hill,Construction Sand and Gravel,Abandoned,1/14/2005,Surface,Surprise Hill,107 Dee Drive,Columbia Falls,Montana,59912.0,"107 Dee Drive, Columbia Falls, Montana 59912.0",48.327137374983,-114.259566735369
2402392,Riverside Contracting Inc,Construction Sand and Gravel,Intermittent,5/16/2025,Surface,Riverside Contracting Inc,5571 Alloy South,Missoula,Montana,59808.0,"5571 Alloy South, Missoula, Montana 59808.0",46.923976701831,-114.081525468476
2402393,Silver City Sand & Gravel,Construction Sand and Gravel,Abandoned,1/3/2006,Surface,Silver City Sand & Gravel,8750 Chevalier Dr,Helena,Montana,59602.0,"8750 Chevalier Dr, Helena, Montana 59602.0",,
2402395,Soap Gulch Quarry- Nusite Stone,Construction Sand and Gravel,Abandoned,1/1/2009,Surface,Soap Gulch Quarry- Nusite Stone,Portable,Melrose,Montana,59866.0,"Portable, Melrose, Montana 59866.0",,
2402396,Paradise Portable Mine,Construction Sand and Gravel,Abandoned,4/17/2023,Surface,Paradise Portable Mine,492 North Ave,Paradise,Montana,59856.0,"492 North Ave, Paradise, Montana 59856.0",,
2402397,Jaw Cone Crusher,Construction Sand and Gravel,Abandoned,1/1/2009,Surface,Jaw Cone Crusher,Rocky Boy Reservation,Havre,Montana,59501.0,"Rocky Boy Reservation, Havre, Montana 59501.0",,
2402398,Rock Bottom #1,Construction Sand and Gravel,Abandoned,6/6/2025,Surface,Rock Bottom #1,7241 Laurel Airport Rd,Billings,Montana,59106.0,"7241 Laurel Airport Rd, Billings, Montana 59106.0",45.697239691545,-108.701763994951
2402400,Cedarapids 2236,Construction Sand and Gravel,Abandoned,11/13/2024,Surface,Cedarapids 2236,458 West Ave N,Eureka,Montana,59917.0,"458 West Ave N, Eureka, Montana 59917.0",48.87918587423,-115.062959323705
2402401,Portable Plant,Construction Sand and Gravel,Abandoned,1/1/2009,Surface,Portable Plant,309 Caroline Point Rd,Lakeside,Montana,59922.0,"309 Caroline Point Rd, Lakeside, Montana 59922.0",48.038395893724,-114.217060601982
2402402,Portable Screen,Construction Sand and Gravel,Active,7/28/2022,Surface,Portable Screen,108 Jay Effar Road,Libby,Montana,599231592.0,"108 Jay Effar Road, Libby, Montana 599231592.0",48.409384176856,-115.593641138551
2402403,Portable Screen Plant #3,Construction Sand and Gravel,Abandoned,10/2/2019,Surface,Portable Screen Plant #3,238 Remps Ext Rd,Libby,Montana,59923.0,"238 Remps Ext Rd, Libby, Montana 59923.0",48.404668884403,-115.553646463479
2402404,E-Quarry,Construction Sand and Gravel,Abandoned,6/20/2006,Surface,E-Quarry,ACM Road,Libby,Montana,59923.0,"ACM Road, Libby, Montana 59923.0",,
2402405,"Western Reclamation, LLC #2",Construction Sand and Gravel,Abandoned,8/8/2008,Surface,"Western Reclamation, LLC #2",W Fork Trout Crk/Diamond Rd,Superior,Montana,59872.0,"W Fork Trout Crk/Diamond Rd, Superior, Montana 59872.0",,
2402406,Ward Crushing LLC #2,Construction Sand and Gravel,Abandoned,6/7/2021,Surface,Ward Crushing LLC #2,549 Farmer's Flat Rd,Libby,Montana,59923.0,"549 Farmer's Flat Rd, Libby, Montana 59923.0",,
2402407,Hartl Mini Track 503 Rock Crusher,Construction Sand and Gravel,Abandoned,7/23/2020,Surface,Hartl Mini Track 503 Rock Crusher,1118 HWY 55,Whitehall,Montana,59759.0,"1118 HWY 55, Whitehall, Montana 59759.0",45.865434524459,-112.120555359567
2402411,Bitterroot Rock Pit,Construction Sand and Gravel,Abandoned,6/30/2005,Surface,Bitterroot Rock Pit,2905 Hwy 93 S ,Darby,Montana,59829.0,"2905 Hwy 93 S , Darby, Montana 59829.0",46.061836235529,-114.172073679648
2402412,Little Grizzly,Construction Sand and Gravel,Abandoned,5/31/2006,Surface,Little Grizzly,696 Hwy 93 N,Hamilton,Montana,59840.0,"696 Hwy 93 N, Hamilton, Montana 59840.0",46.296078850335,-114.159449561996
2402413,Stenerson Bros Pit,Construction Sand and Gravel,Abandoned,5/30/2006,Surface,Stenerson Bros Pit,P.O. Box 538,Frenchtown,Montana,59834.0,"P.O. Box 538, Frenchtown, Montana 59834.0",,
2402414,JTL Portable Crusher #3,Construction Sand and Gravel,Active,1/24/2023,Surface,JTL Portable Crusher #3,1927 Dover Rd,Billings,Montana,59105.0,"1927 Dover Rd, Billings, Montana 59105.0",,
2402415,M K Weeden Construction,Construction Sand and Gravel,Abandoned,9/18/2023,Surface,M K Weeden Construction,Highway 87 West,Lewistown,Montana,59457.0,"Highway 87 West, Lewistown, Montana 59457.0",,
2402419,Smasher,Construction Sand and Gravel,Abandoned,1/1/2007,Surface,Smasher,Portable,Kalispell,Montana,59901.0,"Portable, Kalispell, Montana 59901.0",,
2402420,El Jay 54 Cone Crusher,Construction Sand and Gravel,Abandoned,4/16/2020,Surface,El Jay 54 Cone Crusher,1118 HWY 55,Whitehall,Montana,59716.0,"1118 HWY 55, Whitehall, Montana 59716.0",45.865434524459,-112.120555359567
2402421,Kolberg 710 KDS,Construction Sand and Gravel,Abandoned,10/29/2019,Surface,Kolberg 710 KDS,101 South Parkmont St,Butte,Montana,59701.0,"101 South Parkmont St, Butte, Montana 59701.0",45.925466790649,-112.515717918692
2402424,Woods Bay Sand & Gravel I,Construction Sand and Gravel,Intermittent,7/28/2022,Surface,Woods Bay Sand & Gravel I,1469 Mt Hwy 209,Bigfork,Montana,59911.0,"1469 Mt Hwy 209, Bigfork, Montana 59911.0",,
2402426,3 Rivers Aggregate LLC,Construction Sand and Gravel,Abandoned,4/1/2008,Surface,3 Rivers Aggregate LLC,740 Talc Rd,Three Forks,Montana,59752.0,"740 Talc Rd, Three Forks, Montana 59752.0",45.895994806043,-111.53463655457
2402429,Basin Angus Ranch Pit,Construction Sand and Gravel,Abandoned,6/15/2006,Surface,Basin Angus Ranch Pit,Northeast of Highway 87,Hobson,Montana,59452.0,"Northeast of Highway 87, Hobson, Montana 59452.0",,
2402431,Black Hat Quarry,Construction Sand and Gravel,Abandoned,7/28/2022,Surface,Black Hat Quarry,Moonshine Rd,Harlowton,Montana,59036.0,"Moonshine Rd, Harlowton, Montana 59036.0",,
2402435,Karl Gaustad,Construction Sand and Gravel,Abandoned,9/26/2006,Surface,Karl Gaustad,26 E Willow St,Absarokee,Montana,590016003.0,"26 E Willow St, Absarokee, Montana 590016003.0",,
2402436,Quarter Circle One,Construction Sand and Gravel,Intermittent,12/18/2023,Surface,Quarter Circle One,37 Prairie Way,Ennis,Montana,59729.0,"37 Prairie Way, Ennis, Montana 59729.0",,
2402437,"Paveco, LLC",Construction Sand and Gravel,Intermittent,5/16/2025,Surface,"Paveco, LLC",252 Pioneer Rd,Kalispell,Montana,59901.0,"252 Pioneer Rd, Kalispell, Montana 59901.0",48.312773118693,-114.237155219702
